Systematic Name,Standard Name,Qualifier a,Mean molecules per cell,Median molecules per cell,Coefficient of Variation,LU,PENG,KUL,LAW,LAHT,DGD,LEE2,THAK,NAG,PIC,WEB,TKA,BRE,DEN,MAZ,CHO,YOF,NEW,LEE,DAV,GHA
YIL079C,AIR1,Verified,2099,1851,52,,4185,164,,,1593,,,1604,3211,2483,,2099,,2517,1581,,,,,1550
YMR056C,AAC1,Verified,1853,1853,130,,3554,151,,,,,,,,,,,,,,,,,,
YML021C,UNG1,Verified,2527,1854,50,,1812,1103,,,3419,,,1854,,3653,,1219,,,1806,,,,3054,4820
YBR070C,ALG14,Verified,2567,1855,75,,,61,,,,,,,,1335,,1553,3959,4509,1855,,,4591,4906,339
YDL045C,FAD1,Verified,2444,1855,90,,,377,,4296,1993,,1855,863,,6519,,1207,,,,,,,,
YHL025W,SNF6,Verified,1987,1857,70,,692,52,,,,,,799,4724,1252,,2204,,2667,1510,,,,3075,2900
YJL131C,AIM23,Verified,1728,1857,75,,3332,331,,,2706,,2382,3043,,376,,1331,,,,,,,,319
YGL083W,SCY1,Verified,1985,1857,56,,2009,386,585,,2906,,1887,2826,,4435,,1857,,,1837,1625,,,,1480
YKL134C,OCT1,Verified,1829,1857,56,,2769,217,772,,1857,,,3123,,784,,,,2396,1848,,,,,2690
YGL117W,YGL117W,Uncharacterized,1999,1858,80,,4793,342,,,2451,,,2952,,1448,,1858,,,,,,,,149
YKR069W,MET1,Verified,2774,1861,90,482,4034,3,1234,6092,,,,5709,,,,,,,,1861,,,,
YGR247W,CPD1,Verified,1852,1864,47,,1864,203,,,,,1379,,,2470,,2152,3403,,2021,1656,,,,1520
YGR243W,MPC3,Verified,2808,1864,104,,,116,,,209,6042,,,,,,1206,,,,,,2522,,6750
YPR131C,NAT3,Verified,2370,1865,62,,2938,1354,,2685,693,,,1747,,5539,2647,1762,4206,,1865,,,,,639
YER018C,SPC25,Verified,2028,1866,63,,,198,,,1428,,,,,2263,,1189,3974,,1866,,,,,3280
YPL140C,MKK2,Verified,2390,1866,94,7201,2269,882,,,832,,,1783,,266,,,3936,,,,,,,1950
YJR046W,TAH11,Verified,1680,1866,68,,630,347,,248,1834,,1379,1967,,4169,,1899,,,2142,,,,,2190
YOL101C,IZH4,Verified,1867,1867,103,,502,,,,,,3231,,,,,,,,,,,,,
YOR238W,YOR238W,Uncharacterized,2252,1868,77,668,3440,891,,,2788,,1227,2366,,6792,2097,1747,,,1868,,,,,892
YER050C,RSM18,Verified,2310,1870,83,,,227,1465,,,,,2276,5693,2990,,,,,,,,,,1210
YHR198C,AIM18,Verified,4054,1871,147,,5490,608,,1104,2571,,1099,4141,20438,2164,,1577,,,,,,,,1350
YLR436C,ECM30,Verified,1579,1871,61,261,875,62,,,1465,,2039,648,,1871,2099,2129,3547,,2089,,,2362,,1080
YKR023W,YKR023W,Uncharacterized,2484,1871,57,,4322,713,,,2746,5100,1456,4008,,942,,1834,,,1719,,,1909,3345,1710
YLR130C,ZRT2,Verified,1606,1872,53,,2436,35,,,633,,,2077,,,,1517,,2407,2010,1734,,,,
YDR143C,SAN1,Verified,2165,1872,97,,2107,41,,,1638,,,,5542,3493,,,,,,,,,,172
YPR075C,OPY2,Verified,2046,1873,65,,4387,93,,,649,3528,,,,933,,1778,3399,,1873,2366,,2334,,1160
YCL055W,KAR4,Verified,1732,1873,49,,570,2118,,,1604,,,399,,691,2996,2236,,2481,2391,,,1873,,1690
YDR243C,PRP28,Verified,1725,1874,62,416,2091,277,,,2432,,2183,1261,,948,,1902,3891,,1846,,,,,
YJL030W,MAD2,Verified,2385,1874,51,,4499,928,,2486,1699,,3376,1874,,4119,,1542,,,1613,,,,2988,1110
YFR055W,IRC7,Verified,1875,1875,55,,,,,,,,,,,,,1140,,,,,,,,2610
YBR133C,HSL7,Verified,1576,1877,66,,455,129,,,2943,,,2571,,1880,,,,,1877,,,,,1180
YNL238W,KEX2,Verified,2271,1877,68,,580,105,,,1808,,,1040,,652,3504,,,3603,3531,1877,4325,,3952,
YBR257W,POP4,Verified,1510,1878,62,,2022,307,413,,,,,2007,,2563,,1749,,,,,,,,
YLR020C,YEH2,Verified,2033,1879,33,,1791,1063,,,1640,,1251,2426,,1949,,2033,,2553,1808,,,2927,3324,1630
YKL139W,CTK1,Verified,1996,1879,58,,2779,471,,,1405,,1243,2848,,2198,,1879,,,1852,,,3899,3256,125
YKR045C,YKR045C,Uncharacterized,1750,1880,76,,,5,,,,,,,,,,2042,,,1718,,,,3236,
YGL047W,ALG13,Verified,2392,1883,72,,2237,870,,,,,2040,1378,,7025,,1769,,,1816,1797,,,3035,1950
YBR246W,RRT2,Verified,2076,1883,73,5291,1573,342,,,2309,,,2194,,847,,1414,,,,,,,,2640
YDL207W,GLE1,Verified,1811,1884,51,769,2375,384,,,2338,,,1772,,996,3293,2181,,2889,1884,,,,,1040
YER071C,TDA2,Uncharacterized,2690,1886,80,,7738,2361,,4426,2425,,1697,1886,,1023,,1861,,,,,,,,799
YDR326C,YSP2,Verified,1890,1886,81,,1886,199,,,3913,,,2842,,612,,,,,,,,,,
YLR090W,XDJ1,Verified,2089,1886,59,,1423,471,326,,2211,,,3463,,3190,3487,1886,3718,,1588,,,,,1210
YOR104W,PIN2,Verified,2117,1887,57,,4068,136,,,1132,,,1425,,1508,2070,2456,3618,,2541,1595,,1887,4095,996
YOL141W,PPM2,Verified,2097,1887,56,,1843,490,,,1659,,,4087,,2337,,,3669,,1887,,,2070,,830
YLR459W,GAB1,Verified,1794,1889,24,,,,,,,1215,,,,1755,,2022,,,,2184,,,,
YOR152C,ATG40,Verified,2142,1890,76,,,,,,69,,,610,,,,1584,4848,3118,,,,2873,,1890
YLR393W,ATP10,Verified,2147,1890,49,,3949,974,,,2862,,,2628,,1134,,1589,,,,,,,,1890
YLR207W,HRD3,Verified,1614,1891,52,,2081,106,,,1701,,,2436,,1273,,,,,,2086,,,,
YDR006C,SOK1,Verified,1820,1891,57,,3745,236,,,1891,995,,814,,2079,2460,2380,,,1775,,,,,
YKL095W,YJU2,Verified,3967,1891,168,,1229,323,,,2923,,,,20357,867,,2073,,,1710,,,,,2250
YNL074C,MLF3,Verified,3685,1893,107,,13797,369,,,1391,,2605,2433,7671,1755,,1573,5255,,1798,1893,,,,
YGR263C,SAY1,Verified,2160,1894,52,,1683,234,,,1852,,,1894,,3803,,,,2812,,,,2842,,
YGR283C,YGR283C,Verified,2262,1895,54,4820,1199,894,,,1413,,2183,3350,,1787,,,,,1895,,,,,2820
YNR010W,CSE2,Verified,1867,1895,44,,2231,925,,,1099,,,1988,,3547,,1937,,,1853,,,,,1360
YDR235W,PRP42,Verified,2204,1895,89,,1345,298,,,1920,,7561,1895,,250,2207,2051,,,1746,,,,3236,1730
YER172C,BRR2,Verified,3101,1898,89,6231,1828,453,561,,5571,,3325,9856,,1968,2465,1809,,,1708,,,,,1440
YDR288W,NSE3,Verified,1641,1898,63,,791,143,,,,,,1973,,556,2265,,,,1824,,,,3035,2540
YCR094W,CDC50,Verified,1751,1900,53,,1311,240,,,1345,,,2178,,744,2859,2237,,,2588,1625,,2175,3121,589
YNL225C,CNM67,Verified,1884,1901,52,,661,301,,,2161,,,2769,,1901,2128,1673,,,1807,,,3553,,
YNR049C,MSO1,Verified,2602,1901,94,,9262,883,,,2052,939,2075,1597,,3096,,,,,,1750,,,2988,1380
YDL160C-A,MHF2,Verified,9375,1901,182,,43953,2250,,,1553,,1497,1281,,5714,,,,,,,,,,
YKL138C-A,HSK3,Verified,9005,1902,170,,31904,314,,,,,,793,,3010,,,,,,,,,,
YDR147W,EKI1,Verified,2153,1902,53,,1902,248,1674,,3543,,1350,1735,,741,,,3546,,,,,2516,3008,3420
YER163C,GCG1,Verified,2724,1903,70,,2781,610,,,4600,2264,,1378,6255,5007,,1542,,,1505,,,,,1300
YJR022W,LSM8,Verified,2626,1903,65,,3441,595,2920,1201,4428,,2966,1903,,6518,,1861,,,1609,,,,,1440
YOR342C,YOR342C,Verified,1997,1904,64,,,35,,,,,,,,,,3292,3486,,1928,,,1879,,1360
YOL107W,YOL107W,Uncharacterized,2088,1904,61,,,,,,110,,,1468,,4047,,,,3177,1904,2283,,,,1630
YKR030W,GMH1,Verified,1904,1904,37,,,,,,,,,,,1409,,,,,,2400,,,,
YHR165C,PRP8,Verified,2115,1905,62,3781,570,225,,,3754,1196,1497,3673,,1800,3225,2038,,,1905,,,3370,,468
YOR028C,CIN5,Verified,1905,1905,10,,2040,,,,,,,,,,,1770,,,,,,,,
YHR017W,YSC83,Verified,1745,1905,45,,2572,429,,,2317,,1343,1592,,2218,,,,,,,,,,
YNL103W,MET4,Verified,2253,1907,76,,1243,,689,,3452,,1833,462,,607,2732,1981,4639,,2010,,,6087,,1300
YPL006W,NCR1,Verified,2122,1907,66,,1696,248,,,2764,,4121,1680,4746,524,,1624,,,2321,2119,,,3101,521
YFL030W,AGX1,Verified,6180,1909,236,,3406,306,1932,50112,,,3688,1847,2249,1034,,1160,,,,1909,,,,339
YLR084C,RAX2,Verified,2159,1909,84,,458,66,1062,,411,,,,,394,3328,,,,3634,1909,5474,,3345,3670
YKL189W,HYM1,Verified,2016,1909,56,,3049,57,,,1321,,2335,2129,,1277,,1909,,4299,1622,,,2901,,1280
YBR091C,TIM12,Verified,2481,1910,102,,6794,396,,,1018,,,1910,2285,,,,,,,,,,,
YNL076W,MKS1,Verified,2201,1914,70,,5778,361,1012,,3201,,1025,1937,,1050,,1914,3534,2572,1833,,,,,
YDR498C,SEC20,Verified,2360,1917,60,,,334,,,3362,,2040,3230,,1793,,,,,1630,1579,,,,4910
YDR469W,SDC1,Verified,3776,1918,179,,24019,723,,,1633,,1470,656,2398,2798,,1918,,3028,1956,,,,,937
YER079W,YER079W,Uncharacterized,3933,1918,136,1183,19185,203,,,1918,,1401,,,,,2394,,2391,1899,,,4268,6530,1890
YMR310C,YMR310C,Uncharacterized,2340,1919,99,,1919,84,,,,,,1001,,6155,,,,,,,,,,2540
YLR305C,STT4,Verified,2466,1920,85,,1121,415,1143,170,3062,6508,4637,4065,,2697,,,,,,,,,,846
YAL008W,FUN14,Verified,3675,1920,116,2067,6905,75,,,13831,,,1838,,1644,,1373,3421,,,,,,,1920
YGL057C,GEP7,Verified,1495,1920,52,,2070,211,,,1970,,,1301,,1920,,,,,,,,,,
YMR078C,CTF18,Verified,1917,1921,47,,1760,382,,,1921,,2403,2209,,3311,,1431,,,,,,,,
YKR087C,OMA1,Verified,2087,1921,53,,1882,343,2424,,,,,1921,,3133,,1259,3645,,,,,,,
YPR107C,YTH1,Verified,2052,1922,60,,2390,458,559,,,,,1084,,1377,,1907,3777,,1936,,,,3345,3690
YOR081C,TGL5,Verified,1871,1922,64,,2111,123,,,894,,3765,1899,,394,2747,1499,3581,,1922,2151,,2879,,358
YPL283C,YRF1-7,Verified,1923,1922,95,,,107,,,,3209,635,3740,,,,,,,,,,,,
YBR132C,AGP2,Verified,2040,1923,82,,334,58,162,,1080,,,143,,,3821,2370,3999,3162,1476,,,3711,4167,
YOR009W,TIR4,Verified,1925,1925,,,,,,,,,,,,,,,,,,1925,,,,
YDR208W,MSS4,Verified,1853,1925,62,,782,272,,,2276,3714,,2902,,1027,,1993,,,1856,,,,,
YPR104C,FHL1,Verified,2595,1926,94,1810,6674,308,276,,2690,3264,,8650,,1644,2281,1926,,,1636,,,1933,,639
YML116W,ATR1,Verified,3574,1926,103,,1926,10,,,,,,,,,6338,1920,,,10670,2433,,,,1720
YGR121C,MEP1,Verified,3434,1926,120,,1926,,1684,,151,,,665,,,3652,3684,,,12275,,,,,
YPL236C,ENV7,Verified,3288,1927,142,,1625,81,17174,,1522,,,1434,,2178,,2141,3498,2761,1927,1829,,,,
YKR075C,YKR075C,Uncharacterized,1928,1928,2,,1895,,,,,,,,,,,,,,,,,,,1960
YOL018C,TLG2,Verified,1726,1929,37,,2188,504,,,2032,,,2198,,1826,,,,,,1610,,,,
YFR021W,ATG18,Verified,1867,1929,57,,2047,345,,,684,,858,794,,3858,2828,1811,,2628,2205,,,2783,,1560
YJL049W,CHM7,Uncharacterized,1493,1930,56,,2309,367,,624,1930,,665,2085,,903,,2029,,,,,,,,2530
YLR126C,YLR126C,Verified,4229,1931,136,,5173,1045,4465,,1798,2601,,1931,3960,21071,,1489,,,1474,,,,,1510
YPL100W,ATG21,Verified,2572,1931,75,,1580,502,,,1218,,,1926,6635,2158,2317,1931,,,1704,2300,,,,6020
YLR088W,GAA1,Verified,1963,1932,54,3065,1134,184,,,508,,1135,1644,,2700,2201,1662,,3944,1513,2233,,2505,3054,
YOL062C,APM4,Verified,1781,1935,63,,991,298,,,2193,,,2755,,433,,,,2495,1676,,,,,3410
YDR081C,PDC2,Verified,2391,1938,78,,1223,266,,,2252,5984,4433,3235,,1938,,1621,,,,,,,,572
YPL152W,RRD2,Verified,2411,1939,68,1654,2188,557,,,1690,,,6525,,2890,,1475,,,1467,,,,3236,2430
YGR142W,BTN2,Verified,1939,1939,2,,,,,,,,,,,,,1907,,,,,,1972,,
YMR003W,AIM34,Verified,2169,1940,24,,,,,,1930,,,1950,,2823,,1801,,,1689,,,,,2820
YDR089W,VTC5,Verified,2344,1942,76,386,5297,697,,,4007,1480,2403,3397,,4192,,1407,,,,,,,,172
YPR017C,DSS4,Verified,2979,1942,105,,4294,1304,,,594,3028,1600,1246,,2949,2636,1942,,,2797,1941,,,12893,1500
YDR376W,ARH1,Verified,2544,1945,59,,2062,1090,,,4364,,3672,3557,534,5011,,1720,,,1829,,,,,1600
YER142C,MAG1,Verified,3062,1946,99,,6495,275,,,2047,,1738,742,8191,1946,,,,,,,,,,
YJL084C,ALY2,Verified,1813,1946,62,1514,970,43,,,3709,,1575,2001,,1205,2300,2199,3680,,1946,,,2383,,49
YJR111C,PXP2,Verified,2544,1946,88,,8675,218,,3694,2226,,1290,2098,3077,1679,,1187,,,1946,,,,,1890
YHL009C,YAP3,Verified,1939,1947,49,,3003,247,755,,1313,,,1922,,1470,2108,2611,,2561,1972,,,,3621,1680
YBR259W,YBR259W,Verified,1951,1951,126,,208,,,,,,,,,,,,3693,,,,,,,
YGL159W,YGL159W,Uncharacterized,2096,1951,79,,1951,1150,,,976,,2127,3141,,5152,,,,,,,,,,172
YAL046C,BOL3,Verified,3597,1951,114,,12647,1846,,,478,5460,4768,2057,,1261,,,,,,,,,,259
YHR118C,ORC6,Verified,1769,1952,63,730,3231,313,,,93,,,1502,,616,2093,2008,,2651,1896,,,,3121,2970
YLR011W,LOT6,Verified,2340,1953,84,,,424,1910,,1227,,,1672,,7542,2179,1995,,,2128,,,,3054,1270
YDR252W,BTT1,Verified,2822,1954,109,,,255,,,1954,,,405,,9161,,1998,4162,,,,,,,1820
YML030W,RCF1,Verified,4334,1955,155,,4729,700,,21957,2689,,1866,2201,,,,1955,,,1695,,,,,1210
YJL071W,ARG2,Verified,1642,1956,64,,2006,155,525,1961,1541,,535,2075,,2634,,1590,3409,,1956,,,2850,,112
YBR289W,SNF5,Verified,2834,1956,111,2788,1956,245,,,2740,11089,1991,645,5926,1728,,1850,,,,,,,,217
YLR223C,IFH1,Verified,1559,1958,64,,324,105,,,2163,,,1958,,565,2818,2397,,,2272,,,,,1430
YPR082C,DIB1,Verified,2004,1960,71,,1960,83,,,3222,,,1215,,3542,,,,,,,,,,
YPL107W,YPL107W,Uncharacterized,1676,1963,39,,1574,,,,,,,826,,759,2172,2337,,,1963,,,,,2100
YBR042C,CST26,Verified,2002,1964,65,,3189,609,,,712,2107,707,1917,,4798,,1320,,2653,,,,,,2010
YJL209W,CBP1,Verified,2467,1965,92,6726,,47,,,,,,,,,,1749,,,1469,,,2630,,2180
YIL095W,PRK1,Verified,1931,1968,54,,2079,177,,,2151,2994,1470,2727,3824,589,,1968,,,1943,,,,,1320
YCR102C,YCR102C,Uncharacterized,3037,1970,84,,,,,,,,1970,,5964,,,1178,,,,,,,,
YPR056W,TFB4,Verified,8063,1971,222,,834,94,,,649,,,1922,,,2078,52276,,,2021,,,,,4630
YDL090C,RAM1,Verified,1802,1972,59,,1698,193,533,,2190,,2156,1254,,345,2318,1661,,,2050,,,1972,3141,3910
YIL154C,IMP2',Verified,2613,1972,60,,4161,1056,,,,1331,1939,1084,,1150,,1972,,,2173,,,4618,4146,5110
YNL227C,JJJ1,Verified,2082,1973,70,,2784,394,444,,1634,5517,1415,1445,4237,814,,2086,,,2019,1973,,,,2310
YIL117C,PRM5,Verified,1716,1973,59,,2238,312,,,1759,,,742,,,2187,,,,3055,,,,,
YOR371C,GPB1,Verified,2062,1975,48,,2752,99,,,2876,,,1445,,1399,,2128,,,1823,,,3201,3256,1640
YBR055C,PRP6,Verified,2299,1975,48,4187,1955,582,,,4109,,,1519,,1996,2519,1937,,,1941,,,,,2250
YBR187W,GDT1,Verified,2246,1978,84,,6312,429,,,663,,,1357,,1041,,2155,,,1978,,4112,,,2170
YDR512C,EMI1,Verified,1884,1979,70,3262,1350,316,,,2608,,,,,,,,,,,,,,,
YOR385W,YOR385W,Uncharacterized,2317,1981,71,,5474,1267,,,,,,716,,2050,,,3424,,1913,,,,3189,504
YKR013W,PRY2,Verified,2101,1981,59,,2205,,,,,,1202,484,3095,,,1758,,,,3864,,,,
YMR233W,TRI1,Verified,2301,1982,46,,1982,489,,,3110,,,3095,4221,1947,,1842,,,1660,,,,,2360
YER058W,PET117,Verified,2513,1983,69,,3652,266,,,1983,,,1931,,4734,,,,,,,,,,
YML014W,TRM9,Verified,2585,1983,106,,2374,446,,,1875,1169,,1134,,10132,,2090,,2470,1797,,,,,2360
YER113C,TMN3,Verified,1870,1985,50,,1440,304,,,601,,,1255,,1600,2463,2198,,2575,1985,,,2877,3277,
YNL261W,ORC5,Verified,2065,1986,56,,2957,398,864,,1946,4069,,2027,,2686,,1847,,,,,,3084,,768
YNL073W,MSK1,Verified,1862,1987,51,,1321,273,,,816,,,2184,,1457,2802,2101,3511,,1873,,,,,2280
YER128W,VFA1,Verified,2956,1988,101,,10802,549,,,1535,,,2477,,2110,,1495,,,1866,,4616,,3141,967
YLR071C,RGR1,Verified,2138,1989,71,,1911,626,,169,2838,,1749,5141,,1989,3945,2710,,,2127,,,,,319
YKR100C,SKG1,Verified,2330,1989,84,,6990,290,,,1407,,635,1605,,798,2372,,,3025,2902,,,3272,,
YGR120C,COG2,Verified,2669,1989,68,,1938,615,,,3575,,2035,1769,,7510,,1699,,,1969,1989,,,2988,3270
YBR255C-A,RCF3,Uncharacterized,3650,1990,106,,8079,,,,882,,,1990,,,,,,,,,,,,
YOR393W,ERR1,Verified,1991,1991,,,,,,,,,1991,,,,,,,,,,,,,
YNR039C,ZRG17,Verified,1968,1991,78,,2893,108,,,434,5486,,739,,514,2535,1991,,2609,2401,1941,,,,
YOR174W,MED4,Verified,2696,1992,65,,6696,1606,,,2385,,1562,2051,5858,1638,,1546,,2399,1932,,,,3054,1620
YDL044C,MTF2,Verified,2080,1992,58,477,1854,629,,1923,3804,,823,3638,,345,,2273,3560,,1734,,,2901,3101,2060
YGL060W,YBP2,Verified,2064,1994,66,,499,48,,,1160,,1612,1034,,987,2375,,3790,,2439,,,3450,3510,3870
YNL278W,CAF120,Verified,11152,1994,279,3184,2953,166,,,1994,2507,,612,104936,768,2186,,,,1984,,,,,1380
YDL087C,LUC7,Verified,1740,1994,54,,3213,722,,,,,,918,,473,2340,2066,,,1922,,,,,2270
YDR308C,SRB7,Verified,3223,1994,106,,3939,1303,,,3484,,,519,11157,2153,,,,,1835,,,,,1390
YNL194C,YNL194C,Verified,1979,1995,66,,3282,,,,,,,660,,,,1995,,,,,,,,
YKL116C,PRR1,Verified,2159,1998,65,,2816,347,,,1157,,,2054,,614,,,4802,2380,1941,,,,3973,1510
YGL035C,MIG1,Verified,1923,2001,63,,4384,41,,,2001,3074,,598,,1546,2056,2649,,,1698,,,2280,,830
YDR301W,CFT1,Verified,1981,2002,80,,1061,286,546,,2491,,2045,2474,6261,1238,2664,2110,,,1959,,,,,639
YHR083W,SAM35,Verified,2784,2003,98,,1648,865,,280,1958,11411,,2453,,2637,,2003,,3287,1868,,,3146,3168,1470
YPR013C,CMR3,Uncharacterized,2004,2004,128,,,,,,,,,,,,,,3814,,,,,,,195
YMR075W,RCO1,Verified,2704,2005,66,,3938,728,,,3849,,5675,4256,,2005,,1633,,,1764,,,,,486
YIL140W,AXL2,Verified,1859,2006,57,3359,2683,76,,,2039,,,1908,,1068,2985,,,,2103,1973,,,,396
YPL057C,SUR1,Verified,2344,2007,68,,3128,268,,,694,2007,,1526,,1464,2497,1972,,,3774,,6054,2401,,
YLR115W,CFT2,Verified,1950,2009,40,,1576,302,,,2167,,1536,2672,,1921,2633,1133,,2445,2009,,,,,3060
YJR033C,RAV1,Verified,2833,2009,95,,2159,249,,,6728,,955,2792,9172,1508,,1354,3516,,1860,,,,3551,149
YJR097W,JJJ3,Verified,1941,2010,70,,,574,,,,,,,,741,,3849,,,2531,,,,,2010
YGR278W,CWC22,Verified,1918,2011,64,777,478,85,,,625,,,2236,,2116,2534,1817,3818,,1906,,,3361,,3260
YDR287W,INM2,Verified,1778,2013,59,,2013,500,,,3566,,2309,2112,,759,,1184,,,,,,,,
YBR188C,NTC20,Verified,1751,2015,38,,2737,586,,,1037,,2183,1497,,,2246,2015,,,2029,,,,,1430
YNL282W,POP3,Verified,2289,2017,52,,,443,,,1676,,,1635,,4023,2342,1195,3433,,2017,,3934,,3121,1360
YBR195C,MSI1,Verified,2413,2018,99,,2437,159,,,3426,2018,823,501,2282,1784,,1797,9365,3485,,,,3146,,149
YCR105W,ADH7,Verified,2020,2020,60,,,,,,,,,,,,,1169,,,,,,,,2870
YNR008W,LRO1,Verified,2464,2021,104,371,2773,676,,,2235,,8976,2403,,1549,,1170,,,,2021,,,,
YCL012C,YCL012C,Verified,2786,2022,120,,10623,289,,,1876,2507,436,1044,,3342,,,,,,2168,,,,
YPL051W,ARL3,Verified,2968,2024,104,,3763,601,910,,1732,11869,,2647,,2024,,,,,2086,2021,,,3075,1920
YLL051C,FRE6,Verified,2117,2026,89,,,57,,,,,,,4361,,,1212,,2840,,,,,,
YPL161C,BEM4,Verified,2417,2027,68,,1608,674,674,4037,915,,3917,2079,,2467,2441,1883,,,1975,,,,,6330
YNL099C,OCA1,Verified,2373,2030,61,,3690,279,1816,,,,1328,,3045,5207,,2030,,,1648,,,,,2310
YEL012W,UBC8,Verified,2404,2030,61,,6618,714,1692,,1896,,,1606,,2809,2174,1168,3411,2492,2030,,,,3054,1590
YGL017W,ATE1,Verified,2190,2030,64,556,2752,566,,,3720,,619,4127,,3369,,,,,,,,1972,,2030
YDR202C,RAV2,Verified,2236,2030,48,2030,4643,236,,,1790,,2229,2029,,2479,,1672,,2780,1850,,,,,2860
YMR231W,PEP5,Verified,2359,2031,49,,1946,418,,,4482,1852,,2712,,1677,2328,2031,,4123,2311,1893,,,3690,1200
YNL223W,ATG4,Verified,2173,2031,37,,2768,,,,,,,,,1437,,1509,,,1468,,,2553,,3300
YOR002W,ALG6,Verified,2213,2035,63,,1798,,,,,4799,,289,,857,,1221,,2443,2035,,,2927,3551,
YLR426W,TDA5,Uncharacterized,1459,2036,74,,,,,,,,,211,,2036,,,,,,,,,,2130
YIL068C,SEC6,Verified,2100,2037,52,,1285,364,,833,2037,4131,2035,3556,,1541,2522,,,2687,2134,,,,3101,1080
YMR221C,FMP42,Uncharacterized,10544,2037,275,,2094,94,,,2431,2424,1887,1247,,415,,1760,3630,97966,,2037,,,,
YHL017W,YHL017W,Uncharacterized,3358,2037,131,11406,641,297,2430,,646,,1034,1713,,,2230,2389,,2464,1761,2037,,,,14600
YOR115C,TRS33,Verified,2972,2037,77,1554,3566,474,,3674,1617,,,1612,6930,7442,,1375,,2410,,2037,,,,
YPL070W,MUK1,Verified,2527,2038,75,6712,3093,233,,,1272,1793,4474,2701,,962,,,,,1750,2283,,,,
YIL098C,FMC1,Verified,2333,2038,54,,1722,1287,,4766,1742,,3200,3460,,2195,,2038,,,,,,,,589
YIL085C,KTR7,Verified,2789,2040,108,5075,538,155,,,863,9818,2040,2258,,1465,,,,,,,,,,2890
YMR219W,ESC1,Verified,2489,2041,67,,3481,377,,,5492,,1778,2265,4848,640,2417,1817,,,1780,,,,,
YKL197C,PEX1,Verified,1906,2041,51,521,2041,298,383,,2031,,,2938,,1168,2396,1999,3737,2517,2050,1766,,2652,,2100
YBL104C,SEA4,Verified,1840,2041,61,,1944,242,,,2753,,,3722,,1338,2153,,,,2041,,,2186,,184
YNL245C,CWC25,Verified,2391,2041,65,,6381,678,,,1766,3221,,1626,,1508,,2706,,3036,2477,,,2041,,861
YJL147C,MRX5,Uncharacterized,1983,2041,50,882,,,,,,,,,,,,1722,3513,2361,,,,2442,,981
YPL163C,SVS1,Verified,2095,2043,64,,,,,,,,,,,,,1277,3606,,,2808,,,,688
YMR171C,EAR1,Verified,1823,2046,52,,3069,136,,,2048,,1470,2208,,1205,,2404,,,2043,,,2988,,656
YDR435C,PPM1,Verified,2383,2046,55,,2861,1496,,2615,1161,,2274,1819,,5266,,1571,,,,,,,,
YNL336W,COS1,Verified,1951,2046,63,,,76,,,,,,1009,,,,2046,,,2460,,3987,2351,,1730
YGL241W,KAP114,Verified,2521,2046,53,,1835,598,,1883,1532,,3891,5519,,2699,,2046,,,1740,,,3048,,2940
YGR089W,NNF2,Verified,2758,2047,105,,2047,391,,,3492,,10881,2873,,491,2245,1920,,,1680,,,3318,,996
YBL037W,APL3,Verified,2255,2047,74,1737,2057,426,,587,3519,,2900,936,,2326,,,,,2192,2037,,6759,,1590
YPL123C,RNY1,Verified,2014,2047,64,,2683,371,,,2305,,2382,1661,1789,4415,,,,,,,,,,504
YBR103W,SIF2,Verified,1881,2048,46,,3308,391,1981,2120,2115,,,663,,2616,,1641,,2350,,,,,,1620
YKL026C,GPX1,Verified,1779,2048,52,,924,401,,,,,2697,,,,,2155,,2553,,,,1941,,
YNL283C,WSC2,Verified,2052,2048,46,,3231,24,,,1947,,1939,,,867,2421,1856,,2487,2048,,,2636,3121,
YDR407C,TRS120,Verified,2068,2048,83,409,1762,534,,,2384,6202,2506,2335,,2602,,,,,1682,,,,,259
YJR147W,HMS2,Verified,1525,2050,64,,,14,,,,,,,,1049,,2265,,,2244,,,,,2050
YLR063W,BMT6,Verified,2210,2052,52,,1858,835,,,1915,2236,,4979,,2327,,1291,,2393,2052,,,,,
YBR254C,TRS20,Verified,2139,2053,61,,4097,192,,,,,,995,,1131,2432,1624,,4276,2272,2053,,,3256,1200
YIL042C,PKP1,Verified,2287,2054,72,,,191,,4023,,,,1609,,506,,2054,3406,,,,,,,4220
YBR173C,UMP1,Verified,1871,2054,39,,2088,,2371,,792,,,,,2020,,1217,,,,,,,,2740
YGL248W,PDE1,Verified,4463,2055,99,,2008,201,,7905,2103,,,1086,10209,10794,,,,,,,,,,1400
YOR201C,MRM1,Verified,2247,2056,52,,2025,236,,,3368,,1833,4044,,1623,,2087,,,,,,,,2760
YDL115C,IWR1,Verified,2339,2056,55,,4778,397,,1430,3162,2910,2352,1148,,2056,,1771,3874,3769,1675,,,,,1080
YKL137W,CMC1,Verified,3161,2058,89,,9156,5286,,,2113,2376,1536,2004,6205,1355,,1317,,,,,,,,259
YHR105W,YPT35,Verified,3395,2059,106,,,228,,,,,,,9507,,,,,,1766,,,2059,3413,
YBL054W,TOD6,Verified,2189,2059,61,,2370,511,,,2205,4535,,1913,,941,,,3989,,1560,,,,3035,830
YLR218C,COA4,Verified,2509,2060,79,,5749,304,,,,,,219,,5024,,2060,3689,2738,1889,,,,,907
YPL144W,POC4,Verified,5320,2060,119,,15424,776,1733,13566,1149,,,634,,16131,,1140,3692,,2060,,,,,2210
